split,index,qid,question,jaccard,train_index,train_question,train_answer,reference
val,190,,How can I tell if someone has a foreign body embedded in their eye?,1.0,3343,How can I tell if someone has a foreign body embedded in their eye?,"Signs that someone has a foreign body embedded in their eye include intense pain, redness, watering of the eye, a gritty feeling, and sensitivity to light. If these symptoms occur, do not attempt to remove the object and seek medical help immediately.","Signs that someone has a foreign body embedded in their eye include intense pain, redness, watering of the eye, a gritty feeling, and sensitivity to light. If these symptoms occur, do not attempt to remove the object and seek medical help immediately."
val,197,,How can you differentiate between a mild and severe muscle strain?,0.75,327,How can you differentiate between a cramp and a muscle strain?,"A cramp is an involuntary muscle contraction that comes on suddenly and is usually accompanied by sharp pain. It can last for a few seconds or minutes. A muscle strain, on the other hand, is a tear or overextension of the muscle fibers, leading to pain, swelling, and difficulty moving the affected muscle.","A mild muscle strain may involve slight discomfort, minimal swelling, and no significant loss of strength or range of motion. A severe muscle strain is characterized by intense pain, significant swelling, bruising, and a noticeable loss of strength or the ability to move the affected limb. Severe strains may require medical evaluation."
val,210,,What should you do if someone is bleeding heavily from a wound on the leg?,0.8333333333333334,3488,What is the first thing you should do if someone is bleeding heavily from a wound on their leg?,"The first step is to lay the casualty down to help reduce the risk of shock, unless they have chest injuries. Then, check the wound for any foreign bodies or protruding bone. If clear, apply direct pressure using your hands or a clean cloth if no sterile dressing is available. If there's no obvious fracture, raise the leg to reduce blood flow to the area. Apply a firm bandage over the dressing. Monitor for shock and seek urgent medical help.","Apply direct pressure on the wound with a clean cloth or bandage. If the bleeding doesn't stop, elevate the leg and apply a tourniquet above the injury if necessary. Keep the person calm and still while waiting for emergency help."
val,211,,What are the best practices for handling an eye injury involving foreign bodies?,1.0,4285,What are the best practices for handling an eye injury involving foreign bodies?,"In the case of an eye injury with a foreign body, never attempt to remove an object embedded in the eye. Avoid allowing the person to touch or rub the eye. Apply thick padding around the injured eye and cover it with a sterile dressing, ensuring not to press on the eye itself. Seek medical aid urgently.","In the case of an eye injury with a foreign body, never attempt to remove an object embedded in the eye. Avoid allowing the person to touch or rub the eye. Apply thick padding around the injured eye and cover it with a sterile dressing, ensuring not to press on the eye itself. Seek medical aid urgently."
val,217,,What should I do if a chemical splash causes pain and redness in the eye?,1.0,2710,What should I do if a chemical splash causes pain and redness in the eye?,"If a chemical splash causes pain and redness in the eye, immediately flush the eye with cool running water for at least 20 minutes. This helps dilute and wash away the chemical. After flushing, apply a sterile dressing or eye pad to the eye and seek medical assistance immediately.","If a chemical splash causes pain and redness in the eye, immediately flush the eye with cool running water for at least 20 minutes. This helps dilute and wash away the chemical. After flushing, apply a sterile dressing or eye pad to the eye and seek medical assistance immediately."
val,218,,What are the dangers of inserting small objects into the ear canal?,0.75,839,What are the dangers of inserting foreign objects into the ear?,"Inserting foreign objects into the ear can cause damage to the eardrum, ear canal, or hearing structures, leading to infection, pain, or permanent hearing loss. It can also push the object deeper into the ear, making removal more difficult.","Inserting small objects into the ear canal can damage the eardrum, cause bleeding, push wax or debris deeper into the ear, and increase the risk of ear infections. It can also lead to a perforated eardrum if not properly handled."
val,232,,What action should I take if someone gets a flash burn from welding and feels a gritty sensation in their eye?,1.0,2332,What action should I take if someone gets a flash burn from welding and feels a gritty sensation in their eye?,"If someone feels a gritty sensation in their eye after a flash burn, avoid rinsing with water. Instead, apply a clean, sterile dressing or eye pad to the injured eye and seek medical help immediately to address the burn.","If someone feels a gritty sensation in their eye after a flash burn, avoid rinsing with water. Instead, apply a clean, sterile dressing or eye pad to the injured eye and seek medical help immediately to address the burn."
val,234,,What should I do if a person has been exposed to chemical burns?,0.8571428571428571,1207,What should I do if a person has been exposed to a chemical spill?,"If a person has been exposed to a chemical spill, immediately move them to a safe area away from the spill. Remove any contaminated clothing and rinse the affected skin with large amounts of water for at least 20 minutes. Do not use chemicals to neutralize the substance unless directed by professionals. Seek emergency medical help immediately.","For chemical burns, remove the person from the source of exposure immediately. Rinse the burn area with copious amounts of water for at least 20 minutes to dilute the chemical. Avoid using neutralizing chemicals, as they may cause further injury. Cover the burn with a sterile dressing, and seek emergency medical help immediately."
val,251,,What is the proper way to treat a foreign body in the eye that cannot be removed?,1.0,3039,What is the proper way to treat a foreign body in the eye that cannot be removed?,"If a foreign body cannot be removed from the eye, do not attempt to touch or remove it yourself. Protect the eye by applying a sterile dressing and avoid putting pressure on the injured eye. Seek immediate medical help for further assessment and treatment.","If a foreign body cannot be removed from the eye, do not attempt to touch or remove it yourself. Protect the eye by applying a sterile dressing and avoid putting pressure on the injured eye. Seek immediate medical help for further assessment and treatment."
val,262,,Can you flush a flash burn to the eye with water?,1.0,1237,Can you flush a flash burn to the eye with water?,"No, you should not flush a flash burn with water. Instead, apply a clean, sterile dressing or eye pad to protect the eye and seek immediate medical assistance.","No, you should not flush a flash burn with water. Instead, apply a clean, sterile dressing or eye pad to protect the eye and seek immediate medical assistance."
val,271,,What should I do if a person is choking but still conscious and able to cough?,0.7777777777777778,3340,What should I do if a child is choking and unable to cough but still conscious?,"If a child is choking but unable to cough and is still conscious, place them with their head slightly lower than their chest and give 3-4 sharp slaps between the shoulder blades. If this does not dislodge the object, seek immediate medical help.","If the person is conscious and able to cough, encourage them to continue coughing to help clear the obstruction. Do not slap them on the back as this may cause the object to shift and worsen the blockage. If the person stops coughing or becomes unable to breathe, seek medical help immediately."
val,277,,What should you do if the casualty's chest does not rise when attempting rescue breaths?,0.7777777777777778,2899,What should you do if the casualty’s chest does not rise after giving rescue breaths?,"If the chest does not rise after giving rescue breaths, check the casualty’s head position to ensure the airway is open. Reassess the seal between the rescuer’s mouth and the casualty’s mouth or nose. If the airway is still blocked, attempt to clear it and try again. If the chest still does not rise, consider performing abdominal thrusts to dislodge any obstruction.","If the chest does not rise during rescue breaths, reposition the casualty’s head and attempt to open the airway again. It could indicate a blockage, so check for foreign objects and remove them if necessary before trying rescue breaths again."
val,279,,What is the recovery position and when should it be used?,1.0,176,"What is the recovery position, and when should it be used?","The recovery position (or side position) is used to stabilize an unconscious person. It is particularly important for someone who is breathing but unconscious. By placing them on their side, you help keep their airway open and allow fluids to drain from their mouth, preventing choking or aspiration.",The recovery position is a side-lying position used to help maintain an open airway and prevent choking in an unconscious but breathing person. It should be used when the person is unresponsive but still breathing to allow fluids to drain from their mouth and ensure they do not choke.
val,295,,What should you do if the unconscious person has a strong pulse but is not breathing?,0.7647058823529411,1841,What should you do if a person is unconscious but breathing and has a pulse?,"If the person is unconscious but still breathing and has a pulse, place them in the side position (also known as the recovery or lateral position). Ensure their airway remains clear and open. Continuously check their breathing and pulse until medical help arrives.","If the unconscious person has a strong pulse but is not breathing, perform rescue breathing. You should provide two slow breaths into the person's mouth (or nose for an infant), making sure their chest rises. Afterward, check for breathing again, and continue to monitor their pulse and breathing until medical assistance arrives."
val,297,,How does body temperature relate to hypothermia?,0.75,229,How does body temperature relate to shock?,"In shock, the body may experience a drop in temperature due to poor blood circulation and the loss of heat. Monitoring temperature is crucial in identifying shock early, as it can help guide appropriate interventions such as warming the person and treating the underlying cause of the shock.","Hypothermia occurs when the body temperature drops below 35°C. It can happen when the body is exposed to cold environments for extended periods, leading to a decrease in the body's ability to regulate temperature. Symptoms include shivering, confusion, and slurred speech."
val,337,,Why is it important to turn off the ignition of vehicles involved in an accident?,0.7647058823529411,3104,Why is it important to turn off the ignition in vehicles involved in a road accident?,"Turning off the ignition reduces the risk of fire, electrical sparks, or unexpected vehicle movement. It also disables the engine and electronic systems that may malfunction after impact. Ensure the vehicle is stabilized with the handbrake before turning it off.","Turning off the ignition prevents the risk of fire or explosion due to leaking fuel or electrical faults. Additionally, it prevents the car from moving unexpectedly, especially if it's on a slope. Engage the handbrake and, if necessary, chock the wheels to stabilize the vehicle."
val,353,,What should you do if a child is stung by a Blue-ringed Octopus?,0.7857142857142857,4420,What should you do if you are stung by a Blue-ringed Octopus?,"The first action is to apply pressure immobilization to the affected area. Then, send for urgent medical assistance immediately. It is crucial not to leave the casualty unattended. If breathing becomes affected, begin CPR (see EMERGENCY TECHNIQUES) and continue until medical help arrives. Note that there is no antivenom available for Blue-ringed Octopus bites.","If a child is stung by a Blue-ringed Octopus, it is important to apply pressure immobilization immediately to slow the spread of venom, call for emergency medical help, and prepare to perform CPR if the child stops breathing. Do not delay medical assistance."
val,360,,What should I do if a baby is choking but still conscious?,0.8461538461538461,3006,What should I do if a baby is choking but still breathing?,"If a baby is choking but still breathing, encourage the baby to cough and relax. If the baby’s breathing becomes labored or they cannot clear the obstruction, immediately seek medical help or begin first aid procedures.","If a baby is choking but still conscious, position the baby face down on your forearm, with their head lower than their chest. Give 3-4 firm back slaps between the shoulder blades. If the object is not dislodged, perform CPR and seek immediate medical help."
val,382,,What should I do if someone is having a stroke?,0.75,3137,What should I do if someone is experiencing a heat stroke?,"If someone is experiencing heat stroke, move them to a cooler place immediately. Try to cool their body by placing them in cool water, applying cool, damp cloths to their skin, or using a fan. If they are conscious, encourage them to drink cool water. Avoid giving them alcohol or caffeine. Seek immediate medical help, as heat stroke can be life-threatening.","If someone is having a stroke, call emergency services immediately. Note the time the symptoms began, as this is important for treatment. Keep the person calm and seated in a comfortable position. Do not offer them food or drink, and avoid moving them unless absolutely necessary. If the person loses consciousness, begin CPR."
val,399,,What is the purpose of pinching the casualty’s nose during mouth-to-mouth resuscitation?,1.0,802,What is the purpose of pinching the casualty’s nose during mouth-to-mouth resuscitation?,"Pinching the casualty’s nose during mouth-to-mouth resuscitation helps create an airtight seal, preventing air from escaping through the nose. This ensures that all the air being breathed in by the rescuer is directed into the casualty's lungs, making the rescue breaths more effective.","Pinching the casualty’s nose during mouth-to-mouth resuscitation prevents air from escaping through the nose, ensuring that all the air delivered by the rescuer enters the lungs. This action helps maintain an airtight seal and increases the effectiveness of the rescue breaths."
val,484,,What are the symptoms of a flash burn to the eye?,1.0,2968,What are the symptoms of a flash burn to the eye?,"Symptoms of a flash burn to the eye include pain, sensitivity to light, a gritty feeling under the eyelids, and red or swollen eyes. These symptoms may not appear immediately but can worsen over time, making it important to seek medical aid as soon as possible.","Symptoms of a flash burn to the eye include pain, sensitivity to light, a gritty feeling under the eyelids, and red or swollen eyes. These symptoms may not appear immediately but can worsen over time, making it important to seek medical aid as soon as possible."
val,490,,How can you tell if a Blue-ringed Octopus is dangerous?,0.7692307692307693,1346,How can you tell if a Blue-ringed Octopus bite is severe?,"A Blue-ringed Octopus bite is severe if the victim begins to show symptoms such as blurred vision, numbness, difficulty swallowing, or if they lose consciousness. These symptoms indicate the venom is affecting their nervous system and respiratory function.","A Blue-ringed Octopus is considered dangerous when it displays its characteristic blue rings, which are visible when the octopus is threatened. If you notice these blue rings, it is important to avoid contact, as the venom is extremely potent."
val,491,,How do I treat a person who has been bitten by a snake?,0.8461538461538461,1293,How do I treat a person who has been bitten by a dog?,"For a dog bite, clean the wound immediately with mild soap and water. Apply an antiseptic to reduce the risk of infection. If the bite is deep, bleeding heavily, or the dog may have been rabid, seek medical help immediately. A tetanus shot or rabies vaccination may be necessary, depending on the severity of the bite and the dog's vaccination status.","If someone has been bitten by a snake, remain calm and keep the person still. Call emergency services immediately. Keep the affected limb immobilized and at or slightly below heart level. Do not attempt to suck out the venom or apply a tourniquet. Do not give the person food, water, or alcohol. If possible, note the color and shape of the snake for identification."
val,509,,What should I avoid doing when treating a venomous snake bite?,1.0,4401,What should I avoid doing when treating a venomous snake bite?,"When treating a venomous snake bite, do not attempt to suck out the venom, do not cut the wound, do not apply a tourniquet, and do not wash the venom off the skin. These actions can worsen the situation and delay proper treatment.","Avoid cutting or cauterizing the bite, sucking out the venom, applying a tourniquet, or washing off the venom. These actions can worsen the condition and delay proper medical treatment."
val,514,,What should you avoid doing when treating a stonefish sting?,0.8181818181818182,1608,What should you avoid doing when treating a stingray sting?,"Do not attempt to remove the barb from the stingray's tail, as this can worsen the injury or cause further complications. It is also important not to apply cold water or rub the affected area, as this can cause more harm.","You should avoid applying pressure immobilization when treating a stonefish sting, as this may worsen the situation."
val,520,,What are the signs and symptoms of paralysis caused by a tick bite?,0.7857142857142857,1072,What are the first signs of paralysis caused by a tick bite?,The first signs of paralysis caused by a tick bite typically include weakness or drooping of the face and eyelids. This may be followed by weakness in the arms and difficulty breathing. Early symptoms may appear within hours to a day after the bite. Immediate removal of the tick and medical intervention are essential.,"The common signs and symptoms of paralysis caused by a tick bite include irritation at the site of the bite, weakness starting from the face and eyelids, which then spreads to the arms, and breathing difficulties. The victim may experience a progressive loss of muscle control and difficulty in breathing."
test,3,,What is the difference between a complete and incomplete spinal cord injury?,0.8461538461538461,2600,What is the difference between a complete and an incomplete spinal injury?,"A complete spinal injury refers to a total loss of sensation and movement below the level of injury, meaning that the spinal cord is fully severed or damaged. An incomplete spinal injury, on the other hand, means that there is partial damage to the spinal cord, and some sensory or motor function may be preserved below the injury site.","A complete spinal cord injury results in total loss of sensation and movement below the injury site, whereas an incomplete spinal cord injury means there may still be some movement or sensation preserved. In either case, the casualty should be treated with the utmost care, and medical help should be sought immediately."
test,84,,How do I manage an eye injury where the object is embedded in the eye?,1.0,664,How do I manage an eye injury where the object is embedded in the eye?,"In the case of an object embedded in the eye, do not try to remove the object or examine the injury. Instead, gently lay the person down, cover the injured eye with a sterile dressing, and seek medical assistance immediately. The object must be removed by a medical professional to prevent further damage.","In the case of an object embedded in the eye, do not try to remove the object or examine the injury. Instead, gently lay the person down, cover the injured eye with a sterile dressing, and seek medical assistance immediately. The object must be removed by a medical professional to prevent further damage."
test,87,,How can I tell if a foreign object in the ear is causing damage?,0.8,3709,How can I tell if there is a foreign object in the ear?,"If you notice symptoms such as discomfort, pain, or a feeling of something being lodged in the ear, it may indicate the presence of a foreign object. Other signs could include a decrease in hearing or a sensation of fullness in the ear.","Signs that a foreign object is causing damage include pain, bleeding, or discomfort in the ear, as well as hearing loss or a sensation of fullness. If these symptoms occur, seek medical attention to avoid further harm."
test,88,,How do I treat a sprained ankle?,0.75,87,How do I treat a sprained wrist?,"For a sprained wrist, follow the R.I.C.E method: Rest, Ice, Compression, and Elevation. Apply ice wrapped in a cloth to the injured wrist to reduce swelling. Use an elastic bandage to compress the wrist and help stabilize it. Elevate the wrist above the heart level to further reduce swelling. Avoid using the wrist and seek medical attention if pain persists.","For a sprained ankle, follow the R.I.C.E method: Rest, Ice, Compression, and Elevation. Rest the injured ankle and avoid putting weight on it. Apply ice wrapped in a cloth to reduce swelling for 15-20 minutes every hour. Compress the ankle with an elastic bandage, and elevate it above heart level. If pain or swelling persists, seek medical help."
test,91,,How do I treat a nosebleed in a child?,0.7777777777777778,1434,How do you treat a nosebleed in a child?,"To treat a nosebleed in a child, have them sit upright and lean slightly forward to prevent blood from running down the back of the throat. Pinch the nostrils together for 10 minutes. Apply a cold compress to the back of the neck to help reduce bleeding. Avoid having the child tilt their head back, as this can cause choking.","For a child with a nosebleed, have them sit upright and lean slightly forward to prevent blood from flowing down the throat. Pinch the soft part of their nose together and maintain pressure for about 10 minutes. If the bleeding continues, repeat the process. Avoid having the child lie down or tilt their head back. If the nosebleed lasts longer than 20 minutes or is caused by trauma, seek medical help."
test,97,,How can you differentiate between a muscle strain and a ligament sprain?,0.75,327,How can you differentiate between a cramp and a muscle strain?,"A cramp is an involuntary muscle contraction that comes on suddenly and is usually accompanied by sharp pain. It can last for a few seconds or minutes. A muscle strain, on the other hand, is a tear or overextension of the muscle fibers, leading to pain, swelling, and difficulty moving the affected muscle.","A muscle strain involves damage to the muscle or tendon, while a ligament sprain refers to damage to the ligaments that connect bones. Muscle strain pain is typically localized to the muscle and worsens with movement, while sprain pain often affects the joints and can include instability, swelling, and bruising around the joint."
test,98,,How long does it typically take for a sprain to heal?,0.8333333333333334,649,How long does it typically take for a concussion to heal?,"The recovery time for a concussion can vary from person to person, but most people recover within a few days to a couple of weeks. However, some individuals may experience persistent symptoms, a condition known as post-concussion syndrome, which may last for weeks or months.","The healing time for a sprain can vary depending on the severity of the injury. Mild sprains may take a few days to a week to heal, while moderate to severe sprains can take several weeks to a month or more. It’s important to follow proper first aid protocols, such as rest, ice, compression, and elevation (R.I.C.E.), and seek medical advice if the injury doesn't improve."
test,105,,How can I differentiate between a sprain and a fracture in the wrist?,1.0,3599,How can I differentiate between a sprain and a fracture in the wrist?,"A sprain is characterized by pain, tenderness, swelling, and restricted movement around the joint, but the bones remain intact. A fracture, on the other hand, involves a break in the bone, which may be accompanied by deformity, severe pain, and the inability to use the limb. If you're unsure, treat the injury as a fracture and seek medical attention immediately.","A sprain involves damage to the ligaments, causing pain, swelling, and difficulty moving the joint. In contrast, a fracture causes sharp pain, deformity, and may involve bone protruding from the skin. If you're unsure, treat it as a fracture, immobilize the wrist, apply ice, and seek medical help."
test,125,,What is the most important first step in treating a chemical burn to the eye?,1.0,1066,What is the most important first step in treating a chemical burn to the eye?,The most important first step in treating a chemical burn to the eye is to flush the eye with cool running water for at least 20 minutes to dilute and wash away the chemical. This should be done immediately after the injury occurs.,The most important first step in treating a chemical burn to the eye is to flush the eye with cool running water for at least 20 minutes to dilute and wash away the chemical. This should be done immediately after the injury occurs.
test,167,,What is the purpose of the sterile eye pads in a first aid kit?,1.0,4132,What is the purpose of sterile eye pads in a first aid kit?,Sterile eye pads are used to protect and cover the eyes after an injury or surgical procedure. They provide a clean barrier to prevent infection and help reduce irritation from external light. They also help keep the area around the eyes sterile while it heals.,"Sterile eye pads are used to cover injured or infected eyes, protecting them from further contamination or irritation. They help to keep the area clean while preventing additional damage or exposure to light, and they can be used in cases of eye trauma or surgeries."
test,168,,"What should I do if a foreign body, such as dust or an eyelash, gets into someone's eye?",1.0,1578,"What should I do if a foreign body, such as dust or an eyelash, gets into someone's eye?","If a foreign body like dust or an eyelash enters the eye, first stop the person from rubbing the eye. Have them look up, and gently hold their eyelids apart. If the object is visible, try to remove it using a clean, moistened cloth. If not visible, have them look down and pull the upper lid over the lower lid to help dislodge it. If the object remains, flush the eye gently with clean water.","If a foreign body like dust or an eyelash enters the eye, first stop the person from rubbing the eye. Have them look up, and gently hold their eyelids apart. If the object is visible, try to remove it using a clean, moistened cloth. If not visible, have them look down and pull the upper lid over the lower lid to help dislodge it. If the object remains, flush the eye gently with clean water."
test,174,,What is the purpose of a thermometer in a first aid kit?,0.7692307692307693,2341,What is the purpose of a roller bandage in a first aid kit?,"A roller bandage is used to secure dressings in place, cover wounds, and provide support to injured areas, such as sprains or fractures. It can also be used to help control bleeding by applying gentle pressure to a wound.",The thermometer in a first aid kit is used to measure body temperature in cases of fever or illness. Monitoring temperature helps assess the severity of a medical condition and determine whether further medical attention is needed.
test,179,,What steps should I take if I suspect a foreign body is lodged in someone's eye?,1.0,351,What steps should I take if I suspect a foreign body is lodged in someone's eye?,"If you suspect a foreign body is lodged in someone's eye, first have them stop rubbing their eye. Have them look up, and gently hold their eyelids apart. If the object is visible, use a clean, moistened cloth to remove it. If it's not visible, have them look down and pull the upper lid over the lower lid, then flush the eye with clean water.","If you suspect a foreign body is lodged in someone's eye, first have them stop rubbing their eye. Have them look up, and gently hold their eyelids apart. If the object is visible, use a clean, moistened cloth to remove it. If it's not visible, have them look down and pull the upper lid over the lower lid, then flush the eye with clean water."
test,213,,What is the first thing I should do if someone has suffered a chemical burn to their eye?,1.0,3315,What is the first thing I should do if someone has suffered a chemical burn to their eye?,"The first thing you should do is gently open the person's eyelids with your fingers. Then, immediately flush the eye with cool running water for at least 20 minutes to remove the chemical. After flushing, apply a sterile dressing or eye pad to the eye, and seek medical aid as soon as possible.","The first thing you should do is gently open the person's eyelids with your fingers. Then, immediately flush the eye with cool running water for at least 20 minutes to remove the chemical. After flushing, apply a sterile dressing or eye pad to the eye, and seek medical aid as soon as possible."
test,245,,What is the difference between a bruise and a hematoma?,0.8,879,What is the difference between a bruise and a contusion?,"A bruise and a contusion are essentially the same; both involve the rupture of blood vessels beneath the skin, leading to discoloration. However, a contusion is a broader term that can also refer to deeper tissue injury, while 'bruise' specifically refers to skin-level discoloration.","Both are forms of bleeding under the skin, but a hematoma is usually more severe and involves a larger amount of blood pooling, often causing a firm lump. A bruise tends to be more superficial and spreads out under the skin."
test,255,,Is it safe to rinse an eye injury caused by a flash burn with water?,1.0,917,Is it safe to rinse an eye injury caused by a flash burn with water?,"No, it is not safe to rinse a flash burn injury with water. Instead, apply a clean dressing or eye pad to the affected eye and seek immediate medical assistance.","No, it is not safe to rinse a flash burn injury with water. Instead, apply a clean dressing or eye pad to the affected eye and seek immediate medical assistance."
test,263,,Can I remove a foreign object from the eye if it's stuck in the cornea?,1.0,2572,Can I remove a foreign object from the eye if it's stuck in the cornea?,"No, you should not attempt to remove any foreign object embedded in the cornea or any other part of the eye. Doing so could cause severe damage. Instead, protect the eye by applying a sterile dressing and seek medical aid urgently.","No, you should not attempt to remove any foreign object embedded in the cornea or any other part of the eye. Doing so could cause severe damage. Instead, protect the eye by applying a sterile dressing and seek medical aid urgently."
test,278,,What should I do if someone is experiencing a seizure?,0.75,3137,What should I do if someone is experiencing a heat stroke?,"If someone is experiencing heat stroke, move them to a cooler place immediately. Try to cool their body by placing them in cool water, applying cool, damp cloths to their skin, or using a fan. If they are conscious, encourage them to drink cool water. Avoid giving them alcohol or caffeine. Seek immediate medical help, as heat stroke can be life-threatening.","If someone is having a seizure, ensure their safety by clearing the area of any objects they might hit. Place a soft cushion or cloth under their head. Do not try to restrain them or put anything in their mouth. Time the seizure, and once it stops, place the person in the recovery position to keep their airway clear. After the seizure, stay with the person and seek medical advice if it's their first seizure or if the seizure lasts more than 5 minutes."
test,296,,How does dehydration affect the body's ability to regulate temperature?,0.8333333333333334,2684,How does humidity affect the body's ability to regulate temperature?,"High humidity reduces the body’s ability to cool itself through sweating because the air is already saturated with moisture, preventing sweat from evaporating efficiently. This can lead to overheating and increase the risk of heat-related illnesses such as heat exhaustion and heat stroke.","Dehydration reduces the body’s ability to sweat and cool down, making it more difficult to regulate body temperature. This can lead to overheating, heat exhaustion, or heat stroke, especially in hot weather or during physical exertion."
test,309,,Can a chemical burn to the eye cause permanent damage?,1.0,1412,Can a chemical burn to the eye cause permanent damage?,"Yes, a chemical burn to the eye can cause permanent damage if not treated immediately. Prompt flushing with cool water and seeking medical help can help minimize the damage and prevent long-term vision problems.","Yes, a chemical burn to the eye can cause permanent damage if not treated immediately. Prompt flushing with cool water and seeking medical help can help minimize the damage and prevent long-term vision problems."
test,338,,Why are young children and the elderly more susceptible to heat-related illnesses?,0.7857142857142857,2155,Why are babies and the elderly more susceptible to heat-related illnesses?,"Babies and the elderly are more susceptible to heat-related illnesses because their bodies are less efficient at regulating temperature. Babies have a larger surface area relative to their body weight, and the elderly often have impaired thermoregulation due to aging or pre-existing medical conditions.","The young and elderly are more susceptible to heat-related illnesses because their bodies are less efficient at regulating temperature. Children, especially babies, have a larger surface area relative to their body mass, which can lead to faster dehydration. The elderly may have underlying health issues or medications that impair thermoregulation."
test,353,,What action should be taken if a casualty begins to vomit during mouth-to-nose resuscitation?,0.8125,3734,What action should be taken if a casualty starts to vomit during mouth-to-mouth resuscitation?,"If the casualty starts to vomit during mouth-to-mouth resuscitation, the rescuer should immediately turn the casualty onto their side to prevent choking or aspiration. The rescuer should clear the mouth of any vomit before continuing with the resuscitation efforts, ensuring the airway is clear.","If the casualty vomits during mouth-to-nose resuscitation, the rescuer should immediately turn the casualty onto their side to prevent choking. The rescuer should clear the airway of any vomit and then resume resuscitation if needed. It is crucial to ensure that the airway remains clear to allow effective breathing."
test,354,,What is the role of aspirin in the first aid of a heart attack?,0.8571428571428571,4428,What is the role of aspirin in treating a heart attack during first aid?,"Aspirin helps by reducing blood clotting, which can improve blood flow to the heart muscle during a heart attack. If the person is conscious and has no known allergies to aspirin, one 300mg dissolvable aspirin can be given to help limit the damage caused by the clot.","Aspirin can help prevent further clotting by thinning the blood, which may help reduce the size of the clot blocking the coronary artery during a heart attack. It should only be given if the person is conscious, can swallow, and has no allergies to aspirin. A 300mg dissolvable aspirin is the preferred dosage."
test,355,,What should you do if the casualty’s chest does not rise during mouth-to-mouth resuscitation?,0.8333333333333334,1641,What should a rescuer do if the casualty’s chest does not rise during mouth-to-mouth resuscitation?,"If the casualty’s chest does not rise during mouth-to-mouth resuscitation, the rescuer should first ensure that the airway is properly open by tilting the head back and lifting the chin. If there is still no chest rise, check for obstructions in the mouth and clear them. Reattempt the rescue breaths, ensuring a proper seal is maintained.","If the casualty’s chest does not rise during mouth-to-mouth resuscitation, check the positioning of the head and ensure the airway is open. If the airway is blocked, try adjusting the head tilt. You may also need to reposition your mouth on the casualty’s mouth to create a better seal. If the chest still does not rise, check for obstruction and clear the airway if necessary."
test,366,,What should I do if the person is having difficulty breathing during a heart attack?,0.75,306,What should I do if the person is hyperventilating during a heart attack?,"If the person is hyperventilating during a heart attack, encourage them to breathe slowly and deeply to calm their breathing. Reassure them and help them stay as calm as possible. Anxiety and panic can worsen the symptoms, so it's essential to guide them through controlled breathing until medical help arrives.","If the person is having difficulty breathing, it is important to keep them calm and seated upright. Encourage slow, deep breaths. If they become unconscious or stop breathing, place them in the lateral position, check for pulse, and begin CPR if necessary. It's critical to seek immediate medical help."
test,371,,What should I do if a choking adult becomes unconscious?,1.0,666,What should I do if a choking adult becomes unconscious?,"If a choking adult becomes unconscious, lay them down and check their airway, breathing, and pulse. If necessary, start CPR by giving chest compressions and rescue breaths. Seek medical aid immediately.","If a choking adult becomes unconscious, lay them flat on their back, open their airway, and begin CPR. Perform 30 chest compressions, followed by 2 rescue breaths. Check the mouth for any visible obstruction after every cycle of chest compressions."
test,394,,What is the correct compression rate during CPR for an adult or child?,0.8571428571428571,3962,What is the recommended compression rate during CPR for an adult or child?,"The recommended compression rate during CPR for an adult or child is approximately 100-120 compressions per minute, ensuring the chest is compressed at the appropriate speed to maintain circulation.",The correct compression rate during CPR for an adult or child is approximately 100-120 compressions per minute. This rate helps ensure effective circulation of oxygenated blood to the brain and other vital organs.
test,401,,What are the signs of a heart attack and how should I respond?,0.8571428571428571,1253,What are the signs of a heart attack and how should you respond?,"Signs include chest pain, shortness of breath, sweating, nausea, and discomfort radiating to the arms, back, neck, or jaw. If a heart attack is suspected, have the person rest, keep them calm, and call emergency services immediately. If the person becomes unconscious, begin CPR.","Signs of a heart attack include chest pain or discomfort, shortness of breath, sweating, nausea, dizziness, and pain radiating to the arms, back, neck, or jaw. If you suspect a heart attack, call emergency services immediately. Have the person rest and try to keep calm. If the person is conscious and not allergic to aspirin, give them a low dose of aspirin. Administer CPR if the person becomes unconscious and unresponsive."
test,406,,How does heart failure affect the lungs?,0.75,1916,How does heart failure affect the kidneys?,"Heart failure can affect the kidneys by reducing blood flow, leading to kidney dysfunction or even kidney failure. This is because the heart is unable to pump sufficient blood to the kidneys, resulting in fluid retention and waste buildup in the body.","Heart failure can lead to fluid buildup in the lungs, a condition called pulmonary edema. This causes difficulty breathing, wheezing, and coughing up blood-stained mucus, as the heart struggles to pump blood and fluid backs up into the lungs."
test,415,,How does heart failure affect daily activities?,0.75,2052,How can heart failure affect daily activities?,"Heart failure can significantly impact daily activities by causing shortness of breath, fatigue, and fluid retention. People with heart failure may find it difficult to perform tasks such as walking, climbing stairs, or carrying groceries, and may need to adjust their routine to manage symptoms.","Heart failure can limit daily activities due to symptoms like fatigue, shortness of breath, and swelling. People with heart failure may find it challenging to perform tasks that require physical effort, such as walking, climbing stairs, or carrying groceries. Adaptations such as pacing oneself and taking frequent breaks are often necessary."
